Panc1	BXPC3	MIAPaCa2	HS766T	HPAFII	AVG	MULT	ID	name	Index
-0.180765894	-0.180765894	-0.180765894	-0.180765894	-0.180765894	-0.180765894	0.000193011	119560	Bicarbonate transporters	812
-0.180811031	-0.180811031	-0.180811031	-0.180811031	-0.180811031	-0.180811031	0.000193252	106103	PP2A-mediated dephosphorylation of key metabolic factors	474
-0.180832172	-0.180832172	-0.180832172	-0.180832172	-0.180832172	-0.180832172	0.000193365	907939	tryptophan degradation via kynurenine	1977
-0.18087608	-0.18087608	-0.18087608	-0.18087608	-0.18087608	-0.18087608	0.0001936	413401	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	1503
-0.181273789	-0.181273789	-0.181273789	-0.181273789	-0.181273789	-0.181273789	0.000195738	413374	N-glycan precursor trimming	1485
-0.181273822	-0.181273822	-0.181273822	-0.181273822	-0.181273822	-0.181273822	0.000195738	105864	ATM mediated response to DNA double-strand break	308
-0.181273822	-0.181273822	-0.181273822	-0.181273822	-0.181273822	-0.181273822	0.000195738	105865	ATM mediated phosphorylation of repair proteins	309
-0.181317445	-0.181317445	-0.181317445	-0.181317445	-0.181317445	-0.181317445	0.000195974	645316	Synthesis of PE	1707
-0.181391904	-0.181391904	-0.181391904	-0.181391904	-0.181391904	-0.181391904	0.000196376	545316	bile acid biosynthesis, neutral pathway	1599
-0.181464359	-0.181464359	-0.181464359	-0.181464359	-0.181464359	-0.181464359	0.000196769	161072	Organic cation/anion/zwitterion transport	1153
-0.181888502	-0.181888502	-0.181888502	-0.181888502	-0.181888502	-0.181888502	0.000199079	106546	Processive synthesis on the C-strand of the telomere	743
-0.182087424	-0.182087424	-0.182087424	-0.182087424	-0.182087424	-0.182087424	0.00020017	413387	C5 isoprenoid biosynthesis, mevalonate pathway	1495
-0.182233747	-0.182233747	-0.182233747	-0.182233747	-0.182233747	-0.182233747	0.000200976	106154	Androgen biosynthesis	500
-0.18231347	-0.18231347	-0.18231347	-0.18231347	-0.18231347	-0.18231347	0.000201416	730325	Synthesis of pyrophosphates in the cytosol	1808
-0.182474034	-0.182474034	-0.182474034	-0.182474034	-0.182474034	-0.182474034	0.000202304	413384	Triacylglycerol biosynthesis	1492
-0.183020094	-0.183020094	-0.183020094	-0.183020094	-0.183020094	-0.183020094	0.00020535	530766	Membrane binding and targetting of GAG proteins	1568
-0.183236519	-0.183236519	-0.183236519	-0.183236519	-0.183236519	-0.183236519	0.000206567	119531	Role of Abl in Robo-Slit signaling	784
-0.183382074	-0.183382074	-0.183382074	-0.183382074	-0.183382074	-0.183382074	0.000207388	106369	Hormone ligand-binding receptors	609
-0.183732791	-0.183732791	-0.183732791	-0.183732791	-0.183732791	-0.183732791	0.000209379	161056	Pyrimidine biosynthesis	1141
-0.183759031	-0.183759031	-0.183759031	-0.183759031	-0.183759031	-0.183759031	0.000209529	160952	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	1059
-0.184236378	-0.184236378	-0.184236378	-0.184236378	-0.184236378	-0.184236378	0.000212264	198831	Codeine and morphine metabolism	1332
-0.184398167	-0.184398167	-0.184398167	-0.184398167	-0.184398167	-0.184398167	0.000213198	413482	Fatty acid biosynthesis, elongation, endoplasmic reticulum	1508
-0.184510681	10.73328109	-11.10230245	-5.643406568	-0.184510681	-1.276289858	22.89443448	105680	Apoptotic cleavage of cell adhesion proteins	190
-0.184542929	-0.184542929	-0.184542929	-0.184542929	-0.184542929	-0.184542929	0.000214036	106452	p75NTR regulates axonogenesis	677
-0.184815365	-0.184815365	-0.184815365	-0.184815365	-0.184815365	-0.184815365	0.000215621	187084	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	1183
-0.184815365	-0.184815365	-0.184815365	-0.184815365	-0.184815365	-0.184815365	0.000215621	187086	IRAK2 mediated activation of TAK1 complex	1185
-0.185351673	-0.185351673	-0.185351673	-0.185351673	-0.185351673	-0.185351673	0.000218767	160995	mRNA Decay by 3" to 5" Exoribonuclease	1088
-0.185420932	-0.185420932	-0.185420932	-0.185420932	-0.185420932	-0.185420932	0.000219176	187085	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	1184
-0.185476136	-0.185476136	-0.185476136	-0.185476136	-0.185476136	-0.185476136	0.000219503	105728	Glutathione synthesis and recycling	217
-0.185734931	-0.185734931	-0.185734931	-0.185734931	-0.185734931	-0.185734931	0.000221039	530745	Downregulation of ERBB4 signaling	1551
-0.185969785	-0.185969785	-0.185969785	-0.185969785	-0.185969785	-0.185969785	0.00022244	105993	2-LTR circle formation	399
-0.186003119	-0.186003119	-0.186003119	-0.186003119	-0.186003119	-0.186003119	0.000222639	672815	eicosapentaenoate biosynthesis II (metazoa)	1750
-0.186022457	5.174855266	-0.186022457	5.174855266	5.174855266	3.030504177	4.795405925	545361	thyroid hormone metabolism II (via conjugation and/or degradation)	1617
-0.186166076	-0.186166076	-0.186166076	-0.186166076	-0.186166076	-0.186166076	0.000223616	413392	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	1498
-0.186272471	-5.569869913	-0.186272471	-0.186272471	-0.186272471	-1.26299196	0.006705633	106526	Neurotransmitter Clearance In The Synaptic Cleft	731
-0.186348515	-0.186348515	-0.186348515	-0.186348515	-0.186348515	-0.186348515	0.000224714	413347	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	1471
-0.186543353	-0.186543353	-0.186543353	-0.186543353	-0.186543353	-0.186543353	0.000225891	105849	Displacement of DNA glycosylase by APE1	302
-0.186559383	-0.186559383	-0.186559383	-0.186559383	-0.186559383	-0.186559383	0.000225988	105707	Eicosanoids	208
-0.18659627	-0.18659627	-0.18659627	-5.450242825	-0.18659627	-1.239325581	0.006607356	545294	the visual cycle I (vertebrates)	1587
-0.186882745	-0.186882745	-0.186882745	-0.186882745	-0.186882745	-0.186882745	0.000227953	413343	Pentose phosphate pathway (Pentose phosphate cycle)	1469
-0.186957892	-0.186957892	-0.186957892	-0.186957892	-0.186957892	-0.186957892	0.000228412	106350	FGFR2b ligand binding and activation	593
-0.187115814	-0.187115814	-0.187115814	-0.187115814	-0.187115814	-0.187115814	0.000229378	413353	Methionine degradation	1475
-0.187311614	-0.187311614	-0.187311614	-0.187311614	-0.187311614	-0.187311614	0.000230581	106379	Calcitonin-like ligand receptors	617
-0.187863286	-0.187863286	-0.187863286	-0.187863286	-0.187863286	-0.187863286	0.000233997	106232	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	538
-0.187902314	-0.187902314	-0.187902314	-0.187902314	-0.187902314	-0.187902314	0.00023424	187179	GABA A receptor activation	1214
-0.187946621	5.084048358	-0.187946621	5.084048358	5.084048358	2.975250367	4.641924396	160971	Heme degradation	1074
-0.188415123	-0.188415123	-0.188415123	-0.188415123	-0.188415123	-0.188415123	0.000237454	545276	chondroitin sulfate biosynthesis (late stages)	1580
-0.188492525	-0.188492525	-0.188492525	-0.188492525	-0.188492525	-0.188492525	0.000237942	106161	ER to Golgi Transport	505
-0.188492525	-0.188492525	-0.188492525	-0.188492525	-0.188492525	-0.188492525	0.000237942	106162	COPII (Coat Protein 2) Mediated Vesicle Transport	506
-0.188657055	-0.188657055	-0.188657055	-0.188657055	-0.188657055	-0.188657055	0.000238982	198838	Arachidonate Epoxygenase / Epoxide Hydrolase	1339
-0.188699227	-0.188699227	-0.188699227	-0.188699227	-0.188699227	-0.188699227	0.000239249	545352	acetone degradation I (to methylglyoxal)	1612
-0.188735122	-0.188735122	-0.188735122	-0.188735122	-0.188735122	-0.188735122	0.000239477	106473	Cam-PDE 1 activation	694
-0.188775962	-0.188775962	-0.188775962	-0.188775962	-0.188775962	-0.188775962	0.000239736	138043	Signaling mediated by p38-gamma and p38-delta	953
-0.18885838	-0.18885838	-0.18885838	-0.18885838	-0.18885838	-0.18885838	0.00024026	161039	CREB phosphorylation through the activation of Adenylate Cyclase	1126
-0.189059764	-0.189059764	-0.189059764	-0.189059764	-0.189059764	-0.189059764	0.000241544	477123	Cross-presentation of particulate exogenous antigens (phagosomes)	1520
-0.18909447	-0.18909447	-0.18909447	-0.18909447	-0.18909447	-0.18909447	0.000241765	187093	Interleukin-1 processing	1192
-0.189124696	-0.189124696	-0.189124696	-0.189124696	-0.189124696	-0.189124696	0.000241959	142385	tryptophan degradation	1021
-0.189584821	-0.189584821	-0.189584821	-0.189584821	-0.189584821	-0.189584821	0.000244916	142207	mevalonate pathway I	996
-0.189647833	-0.189647833	-0.189647833	-0.189647833	-0.189647833	-0.189647833	0.000245324	645345	Linoleic acid (LA) metabolism	1724
-0.189816338	-5.499364256	-0.189816338	-0.189816338	5.11973158	-0.189816338	0.192557505	835391	phenylalanine utilization	1925
-0.189907902	-0.189907902	-0.189907902	-0.189907902	-0.189907902	-0.189907902	0.00024701	198808	Aflatoxin B1 metabolism	1310
-0.189957556	-0.189957556	-0.189957556	-0.189957556	-0.189957556	-0.189957556	0.000247333	106365	Adrenoceptors	607
-0.190098685	-0.190098685	-0.190098685	-0.190098685	-0.190098685	-0.190098685	0.000248254	907941	guanosine nucleotides de novo biosynthesis	1978
-0.190312687	-0.190312687	-0.190312687	-0.190312687	-0.190312687	-0.190312687	0.000249654	198775	TFs Regulate miRNAs related to cardiac hypertrophy	1278
-0.190802983	-0.190802983	-0.190802983	-0.190802983	-0.190802983	-0.190802983	0.000252887	833823	Regulation of innate immune responses to cytosolic DNA	1913
-0.190887302	-0.190887302	-0.190887302	-0.190887302	-0.190887302	-0.190887302	0.000253446	83012	Riboflavin metabolism	59
-0.190916842	-0.190916842	-0.190916842	-0.190916842	-0.190916842	-0.190916842	0.000253642	161067	Zinc transporters	1149
-0.190993782	-0.190993782	-0.190993782	-0.190993782	-0.190993782	-0.190993782	0.000254154	198875	Mismatch repair	1374
-0.191084079	-0.191084079	-0.191084079	-0.191084079	-0.191084079	-0.191084079	0.000254755	106455	Regulated proteolysis of p75NTR	679
-0.191476213	-0.191476213	-0.191476213	-0.191476213	-0.191476213	-0.191476213	0.00025738	187186	Transport of organic anions	1219
-0.191828399	-0.191828399	-0.191828399	-0.191828399	-0.191828399	-0.191828399	0.000259755	106023	Nef mediated downregulation of MHC class I complex cell surface expression	424
-0.191834909	-0.191834909	-0.191834909	5.028162617	5.028162617	1.896164102	0.178484929	545337	putrescine degradation III	1607
-0.191874417	-0.191874417	-0.191874417	-0.191874417	-0.191874417	-0.191874417	0.000260067	106508	VEGF binds to VEGFR leading to receptor dimerization	718
-0.191896035	-0.191896035	-0.191896035	-0.191896035	-0.191896035	-0.191896035	0.000260214	161041	CREB phosphorylation through the activation of CaMKK	1128
-0.191918871	-0.191918871	-0.191918871	-0.191918871	-0.191918871	-0.191918871	0.000260368	105848	Base-free sugar-phosphate removal via the single-nucleotide replacement pathway	301
-0.19265525	-0.19265525	-0.19265525	-0.19265525	-0.19265525	-0.19265525	0.000265402	138028	Effects of Botulinum toxin	941
-0.192865658	-0.192865658	-0.192865658	-0.192865658	-0.192865658	-0.192865658	0.000266854	119521	Sema4D mediated inhibition of cell attachment and migration	775
-0.192933956	-0.192933956	-0.192933956	-0.192933956	-0.192933956	-0.192933956	0.000267327	782381	pyrimidine deoxyribonucleotides biosynthesis from CTP	1872
-0.193407558	-0.193407558	-0.193407558	-0.193407558	-0.193407558	-0.193407558	0.000270625	105790	Unwinding of DNA	257
-0.193728602	-0.193728602	-0.193728602	-0.193728602	-0.193728602	-0.193728602	0.000272878	187172	Synthesis, Secretion, and Inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	1210
-0.193785407	-0.193785407	-0.193785407	-0.193785407	-0.193785407	-0.193785407	0.000273278	106520	Serotonin Neurotransmitter Release Cycle	727
-0.193785407	-0.193785407	-0.193785407	-0.193785407	-0.193785407	-0.193785407	0.000273278	106523	Dopamine Neurotransmitter Release Cycle	729
-0.194029305	-0.194029305	-0.194029305	-0.194029305	-0.194029305	-0.194029305	0.000275003	106477	Negative regulation of the PI3K/AKT network	698
-0.194139682	-0.194139682	-0.194139682	-0.194139682	-0.194139682	-0.194139682	0.000275786	106020	Nef and signal transduction	422
-0.194305859	-0.194305859	-0.194305859	-0.194305859	-0.194305859	-0.194305859	0.000276968	160996	mRNA Decay by 5" to 3" Exoribonuclease	1089
-0.194439219	-0.194439219	-0.194439219	-0.194439219	-0.194439219	-0.194439219	0.00027792	105823	CDC6 association with the ORC:origin complex	282
-0.194654301	-0.194654301	-0.194654301	-0.194654301	-0.194654301	-0.194654301	0.00027946	698759	RalA downstream regulated genes	1782
-0.195364662	-0.195364662	-0.195364662	-0.195364662	-0.195364662	-0.195364662	0.000284597	106149	Recycling of bile acids and salts	495
-0.195581737	-0.195581737	-0.195581737	-0.195581737	-0.195581737	-0.195581737	0.000286181	782380	pyrimidine deoxyribonucleotides de novo biosynthesis	1871
-0.196096515	-0.196096515	-0.196096515	-0.196096515	-0.196096515	-0.196096515	0.000289968	137923	Rapid glucocorticoid signaling	844
-0.196406103	-0.196406103	-0.196406103	-0.196406103	-0.196406103	-0.196406103	0.000292264	106163	Golgi to ER Retrograde Transport	507
-0.196406103	-0.196406103	-0.196406103	-0.196406103	-0.196406103	-0.196406103	0.000292264	106164	COPI Mediated Transport	508
-0.19644328	-0.19644328	-0.19644328	-0.19644328	-5.285647436	-1.214284112	0.007871308	730308	Crosslinking of collagen fibrils	1794
-0.19651092	-5.334051301	-0.19651092	-0.19651092	-0.19651092	-1.224018996	0.007954336	106519	Norepinephrine Neurotransmitter Release Cycle	726
-0.19669817	-0.19669817	4.899109355	-0.19669817	-0.19669817	0.822463335	0.00733362	106260	Metabolism of folate and pterines	560
-0.197264326	-0.197264326	-0.197264326	-0.197264326	-0.197264326	-0.197264326	0.000298705	645326	Acyl chain remodelling of PI	1713
-0.197351658	-0.197351658	4.824319035	-0.197351658	-0.197351658	0.80698248	0.007318113	698757	Deregulation of Rab and Rab Effector Genes in Bladder Cancer	1780
-0.197537366	-0.197537366	-0.197537366	-0.197537366	-0.197537366	-0.197537366	0.000300778	545309	gamma-linolenate biosynthesis II (animals)	1593
-0.197591271	-0.197591271	-0.197591271	-0.197591271	-0.197591271	-0.197591271	0.000301189	119536	Regulation of Insulin Secretion by Free Fatty Acids	789
-0.197591271	-0.197591271	-0.197591271	-0.197591271	-0.197591271	-0.197591271	0.000301189	119537	Regulation of Insulin Secretion by Fatty Acids Bound to GPR40 (FFAR1)	790
-0.197864129	-0.197864129	-0.197864129	-0.197864129	-0.197864129	-0.197864129	0.000303274	106016	APOBEC3G mediated resistance to HIV-1 infection	419
-0.197909877	-0.197909877	-0.197909877	-0.197909877	-0.197909877	-0.197909877	0.000303625	545313	stearate biosynthesis I (animals)	1596
-0.198218577	-0.198218577	-0.198218577	-0.198218577	-0.198218577	-0.198218577	0.000306	618581	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	1658
-0.198667051	-0.198667051	-0.198667051	-0.198667051	-0.198667051	-0.198667051	0.000309478	106024	Nef Mediated CD4 Down-regulation	425
-0.198762127	-0.198762127	-0.198762127	-0.198762127	-5.237092332	-1.206428168	0.008173814	198823	Complement Activation, Classical Pathway	1324
-0.19880275	-0.19880275	-0.19880275	-0.19880275	-0.19880275	-0.19880275	0.000310536	82939	Ubiquinone and other terpenoid-quinone biosynthesis	14
-0.198824728	-0.198824728	-0.198824728	-0.198824728	-0.198824728	-0.198824728	0.000310708	106047	Elevation of cytosolic Ca2+ levels	435
-0.198981264	-0.198981264	-0.198981264	-0.198981264	-0.198981264	-0.198981264	0.000311933	576274	Signaling by NOTCH4	1649
-0.199691949	-0.199691949	-0.199691949	-0.199691949	-0.199691949	-0.199691949	0.000317543	524496	Ceramide biosynthesis	1537
-0.199885548	-0.199885548	-0.199885548	-0.199885548	-0.199885548	-0.199885548	0.000319085	161029	Highly calcium permeable nicotinic acetylcholine receptors	1116
-0.200428226	-0.200428226	-0.200428226	-0.200428226	-0.200428226	-0.200428226	0.000323441	106138	Beta-oxidation of pristanoyl-CoA	487
-0.200715876	-0.200715876	-0.200715876	-0.200715876	-0.200715876	-0.200715876	0.000325768	119534	Nectin/Necl trans heterodimerization	787
-0.201097832	-0.201097832	-0.201097832	-0.201097832	-0.201097832	-0.201097832	0.00032888	106326	Heme biosynthesis	573
-0.201748582	-0.201748582	-0.201748582	-0.201748582	-0.201748582	-0.201748582	0.000334235	782391	superpathway of pyrimidine deoxyribonucleoside salvage	1876
-0.202131379	-5.168504316	-0.202131379	-0.202131379	-0.202131379	-1.195405966	0.008627795	413399	GABA biosynthesis, eukaryotes, putrescine => GABA	1501
-0.202170295	-0.202170295	-0.202170295	-0.202170295	4.740868694	0.786437503	0.007920039	142437	nicotine degradation IV	1028
-0.20249816	-0.20249816	-0.20249816	-0.20249816	-0.20249816	-0.20249816	0.000340491	138037	EGFR-dependent Endothelin signaling events	948
-0.202735562	-0.202735562	-0.202735562	-0.202735562	-0.202735562	-0.202735562	0.000342491	106499	Adenylate cyclase activating pathway	710
-0.203111925	-5.062248897	-5.062248897	-9.921385869	-5.062248897	-5.062248897	261.4196611	545293	retinol biosynthesis	1586
-0.20337115	-0.20337115	-0.20337115	-0.20337115	-0.20337115	-0.20337115	0.000347894	82997	Glycosphingolipid biosynthesis - ganglio series	53
-0.203934675	-0.203934675	-0.203934675	-0.203934675	-0.203934675	-0.203934675	0.000352741	833805	SUMOylation	1900
-0.203934675	-0.203934675	-0.203934675	-0.203934675	-0.203934675	-0.203934675	0.000352741	833806	Processing and Activation of SUMO	1901
-0.203980317	-0.203980317	-0.203980317	-0.203980317	-0.203980317	-0.203980317	0.000353135	82967	Taurine and hypotaurine metabolism	28
-0.204100532	-0.204100532	-0.204100532	-0.204100532	-0.204100532	-0.204100532	0.000354177	413446	Methionine salvage pathway	1506
-0.20411311	-0.20411311	-0.20411311	-0.20411311	-0.20411311	-0.20411311	0.000354286	105664	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	185
-0.204301068	-0.204301068	-0.204301068	-0.204301068	-0.204301068	-0.204301068	0.000355921	187188	Passive Transport by Aquaporins	1221
-0.204511056	-0.204511056	-0.204511056	-0.204511056	-0.204511056	-0.204511056	0.000357754	106257	Biotin transport and metabolism	558
-0.204511056	-0.204511056	-0.204511056	-0.204511056	-0.204511056	-0.204511056	0.000357754	187083	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	1182
-0.204511056	-0.204511056	-0.204511056	-0.204511056	-0.204511056	-0.204511056	0.000357754	187087	IRAK1 recruits IKK complex	1186
-0.205291316	-0.205291316	-0.205291316	-0.205291316	-0.205291316	-0.205291316	0.00036463	161015	Synthesis of substrates in N-glycan biosythesis	1108
-0.20534031	-0.20534031	-0.20534031	-0.20534031	-0.20534031	-0.20534031	0.000365066	106246	Folding of actin by CCT/TriC	550
-0.205511722	4.658671053	-5.069694497	4.658671053	-5.069694497	-0.205511722	114.6368568	105928	Gap junction assembly	349
-0.205686969	-0.205686969	-0.205686969	-0.205686969	-0.205686969	-0.205686969	0.000368158	82983	Glycosaminoglycan biosynthesis - keratan sulfate	40
-0.205701033	-0.205701033	-0.205701033	-0.205701033	-0.205701033	-0.205701033	0.000368284	576273	Signaling by NOTCH3	1648
-0.20601876	-0.20601876	-0.20601876	-0.20601876	-0.20601876	-0.20601876	0.000371137	105709	Miscellaneous substrates	210
-0.20632905	-5.118925485	-5.118925485	-5.118925485	-5.118925485	-4.136406198	141.669255	142418	triacylglycerol degradation	1024
-0.206394493	-0.206394493	-0.206394493	-0.206394493	-0.206394493	-0.206394493	0.000374533	106273	Purine salvage	567
-0.206607713	-0.206607713	-0.206607713	-0.206607713	-0.206607713	-0.206607713	0.000376472	160974	Regulation of Rheb GTPase activity by AMPK	1077
-0.206807533	-5.055753202	-0.206807533	-0.206807533	-0.206807533	-1.176596667	0.009248074	545354	noradrenaline and adrenaline degradation	1614
-0.207180426	-0.207180426	-0.207180426	-0.207180426	-0.207180426	-0.207180426	0.000381719	187229	DSCAM interactions	1254
-0.2073424	-0.2073424	-0.2073424	-0.2073424	-0.2073424	-0.2073424	0.000383213	730332	Synthesis of IP2, IP, and Ins in the cytosol	1809
-0.207440542	-0.207440542	-0.207440542	-0.207440542	-0.207440542	-0.207440542	0.000384121	106373	Nucleotide-like (purinergic) receptors	612
-0.207724621	-0.207724621	-0.207724621	-0.207724621	-0.207724621	-0.207724621	0.000386759	413352	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	1474
-0.207759741	-0.207759741	-0.207759741	-0.207759741	-0.207759741	-0.207759741	0.000387086	160969	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	1072
-0.207889837	-0.207889837	-0.207889837	-0.207889837	-0.207889837	-0.207889837	0.000388299	161001	Netrin mediated repulsion signals	1094
-0.2081362	-0.2081362	-0.2081362	-0.2081362	-0.2081362	-0.2081362	0.000390605	106368	Serotonin receptors	608
-0.208417624	-0.208417624	-0.208417624	-0.208417624	-0.208417624	-0.208417624	0.000393253	106109	Regulation of pyruvate dehydrogenase (PDH) complex	477
-0.208472065	-0.208472065	-0.208472065	-0.208472065	-0.208472065	-0.208472065	0.000393767	160973	Regulation of AMPK activity via LKB1	1076
-0.208993216	-0.208993216	-0.208993216	-0.208993216	-0.208993216	-0.208993216	0.000398713	161002	Role of second messengers in netrin-1 signaling	1095
-0.20921988	-0.20921988	-0.20921988	-0.20921988	-0.20921988	-0.20921988	0.00040088	105847	Resolution of AP sites via the single-nucleotide replacement pathway	300
-0.209584394	-0.209584394	-0.209584394	-0.209584394	-0.209584394	-0.209584394	0.000404385	82938	Primary bile acid biosynthesis	13
-0.209761139	-0.209761139	-0.209761139	-0.209761139	-0.209761139	-0.209761139	0.000406093	105866	Recruitment of repair and signaling proteins to double-strand breaks	310
-0.210777839	-0.210777839	-0.210777839	-0.210777839	-0.210777839	-0.210777839	0.00041603	920989	miRNA Regulation of DNA Damage Response	1993
-0.210907079	-0.210907079	-0.210907079	-0.210907079	-0.210907079	-0.210907079	0.000417307	771576	Cytosolic Iron-sulfur Cluster Assembly	1844
-0.211011686	-0.211011686	-0.211011686	-0.211011686	-0.211011686	-0.211011686	0.000418343	833819	IRF3-mediated induction of type I IFN	1911
-0.211269647	-0.211269647	-0.211269647	-0.211269647	-0.211269647	-0.211269647	0.000420906	106266	Purine ribonucleoside monophosphate biosynthesis	566
-0.211642767	-0.211642767	-0.211642767	-0.211642767	-0.211642767	-0.211642767	0.000424636	545280	dermatan sulfate biosynthesis	1583
-0.211728616	-0.211728616	4.551569841	-0.211728616	-0.211728616	0.740931075	0.009147016	771573	Nuclear Envelope Reassembly	1841
-0.211728616	-0.211728616	4.551569841	-0.211728616	-0.211728616	0.740931075	0.009147016	771574	Initiation of Nuclear Envelope Reformation	1842
-0.211977873	-0.211977873	-0.211977873	-0.211977873	-0.211977873	-0.211977873	0.000428009	187099	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	1198
-0.212083975	-0.212083975	-0.212083975	-0.212083975	-0.212083975	-0.212083975	0.000429081	106517	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	724
-0.212279356	-0.212279356	-0.212279356	-0.212279356	-0.212279356	-0.212279356	0.000431061	198757	Mitochondrial Gene Expression	1261
-0.212427277	-0.212427277	-0.212427277	-0.212427277	-0.212427277	-0.212427277	0.000432565	106433	S6K1-mediated signalling	662
-0.212517532	-0.212517532	-0.212517532	-0.212517532	-0.212517532	-0.212517532	0.000433485	137921	Ras signaling in the CD4+ TCR pathway	842
-0.212739913	-0.212739913	-0.212739913	-0.212739913	-0.212739913	-0.212739913	0.000435758	105795	Removal of the Flap Intermediate	262
-0.213178583	-0.213178583	-0.213178583	-0.213178583	-0.213178583	-0.213178583	0.000440269	106060	Common Pathway	444
-0.21381596	-0.21381596	-0.21381596	-0.21381596	-0.21381596	-0.21381596	0.00044689	161032	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	1119
-0.214096496	-0.214096496	-0.214096496	-0.214096496	-0.214096496	-0.214096496	0.000449829	106355	FGFR4 ligand binding and activation	598
-0.214153153	4.44641601	-0.214153153	4.44641601	4.44641601	2.582188345	4.031616609	105722	Glucuronidation	213
-0.214153153	-0.214153153	-0.214153153	-0.214153153	4.44641601	0.71796068	0.009352075	160983	Amine-derived hormones	1082
-0.214237832	-0.214237832	-0.214237832	-0.214237832	-0.214237832	-0.214237832	0.000451316	645324	Acyl chain remodelling of PS	1712
-0.214690058	-0.214690058	4.483123022	4.483123022	-0.214690058	1.664435174	0.198882748	672464	SRF and miRs in Smooth Muscle Differentiation and Proliferation	1749
-0.215149008	-0.215149008	-0.215149008	-0.215149008	-0.215149008	-0.215149008	0.000460996	105691	RAF/MAP kinase cascade	197
-0.21543217	-0.21543217	-0.21543217	-0.21543217	-0.21543217	-0.21543217	0.000464037	672461	Iron metabolism in placenta	1747
-0.21555111	-0.21555111	-0.21555111	-0.21555111	-0.21555111	-0.21555111	0.00046532	645328	Acyl chain remodelling of PG	1715
-0.215783071	-0.215783071	-0.215783071	-0.215783071	-0.215783071	-0.215783071	0.000467829	730341	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	1817
-0.215909701	-0.215909701	-0.215909701	-0.215909701	-0.215909701	-0.215909701	0.000469203	106122	Mitochondrial Fatty Acid Beta-Oxidation	483
-0.21662841	-0.21662841	-0.21662841	-0.21662841	-0.21662841	-0.21662841	0.000477064	545288	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	1584
-0.216711468	-0.216711468	-0.216711468	-0.216711468	-0.216711468	-0.216711468	0.00047798	576253	Trafficking and processing of endosomal TLR	1628
-0.217172692	-0.217172692	-0.217172692	-0.217172692	-0.217172692	-0.217172692	0.000483088	645346	O2/CO2 exchange in erythrocytes	1725
-0.217172692	-0.217172692	-0.217172692	-0.217172692	-0.217172692	-0.217172692	0.000483088	645347	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes	1726
-0.217172692	-0.217172692	-0.217172692	-0.217172692	-0.217172692	-0.217172692	0.000483088	645348	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes	1727
-0.217252277	-4.934999888	-0.217252277	-0.217252277	-0.217252277	-1.1608018	0.010993716	920962	Serotonin Transporter Activity	1985
-0.217349163	-0.217349163	-0.217349163	-0.217349163	-0.217349163	-0.217349163	0.000485054	105794	Processive synthesis on the lagging strand	261
-0.217643296	-0.217643296	-0.217643296	-0.217643296	-0.217643296	-0.217643296	0.000488345	645263	Regulation of Gene Expression by Hypoxia-inducible Factor	1664
-0.217663698	-0.217663698	-0.217663698	-0.217663698	-0.217663698	-0.217663698	0.000488574	106108	Import of palmitoyl-CoA into the mitochondrial matrix	476
-0.217741607	-0.217741607	-0.217741607	-0.217741607	-0.217741607	-0.217741607	0.000489449	105939	Notch-HLH transcription pathway	354
-0.21797026	-0.21797026	-0.21797026	-0.21797026	-0.21797026	-0.21797026	0.000492024	833796	Reproduction	1894
-0.21797026	-0.21797026	-0.21797026	-0.21797026	-0.21797026	-0.21797026	0.000492024	833797	Fertilization	1895
-0.21816587	-0.21816587	-0.21816587	-0.21816587	-0.21816587	-0.21816587	0.000494236	83015	Pantothenate and CoA biosynthesis	62
-0.218416607	-0.218416607	-0.218416607	-0.218416607	-0.218416607	-0.218416607	0.000497082	106121	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	482
-0.218731487	-0.218731487	-0.218731487	-0.218731487	-0.218731487	-0.218731487	0.000500676	187218	Calnexin/calreticulin cycle	1248
-0.218951571	-0.218951571	-0.218951571	-0.218951571	-0.218951571	-0.218951571	0.0005032	142373	superpathway of methionine degradation	1020
