0	100	104.142785	106.04716	63.815765	71.721175	73.397365	68.85349	65.95626
100	104.436313126928	98.664465	108.71749	62.121245	74.235875	74.40135	75.694615	68.97852
300	99.6305472666735	97.63319	98.95196	53.28345	70.11633	70.70402	63.848145	68.066895
1000	93.9208812069686	90.592915	88.76119	49.786415	64.653885	65.81117	63.25134	63.631045
3000	90.667964626288	85.15972	84.490115	45.933135	55.833555	70.36829	67.867395	59.82018
5000	80.2434932326253	75.38348	76.341325	47.13987	65.09992	67.19005	61.21033	68.93223
7500	71.9254114098381	78.332225	71.73208	45.393745	60.852185	66.825145	60.21247	61.677555
10000	79.0614873121889	73.33818	74.530445	46.834815	62.35241	68.12777	70.823535	70.439665
Drug1:	Tacedinaline							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	105.00276	100.49221	74.27395	57.445465	53.8308	57.798805	58.69818
10	89.8562681082074	105.21355	93.7314	76.883785	58.202355	63.96114	62.46688	60.44782
30	91.4217716790885	122.21039	87.084835	69.84355	47.91204	50.31076	50.935295	56.12825
100	91.0207011197242	101.84373	87.684725	64.52853	46.999015	58.13132	51.17019	56.761995
300	89.6456266602656	101.389265	80.026745	76.413095	49.335875	42.872285	51.334655	54.79714
1000	86.505540940268	94.397845	83.484795	72.38474	51.437075	42.144635	52.88094	55.98118
3000	71.3874761750561	89.224785	85.13092	67.5918	43.64181	38.909285	50.86545	51.35134
10000	76.4389597191356	82.88741	68.83701	48.295475	23.906005	21.39266	33.94308	34.918695
Drug1:	Entinostat							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	100.440606666667	99.2297866666667	82.3517266666667	71.2415123333333	54.9952213333333	59.67341	60.0354933333333
1000	79.0768888434148	74.2804033333333	80.4105866666667	68.89947	53.4407466666667	43.8511803333333	50.6867716666667	47.939324
5000	67.5259455702932	73.03525	63.31898	42.1484466666667	28.6226073333333	22.0042273333333	26.0381696666667	23.738254
7000	64.1136768575247	53.2684333333333	41.6414066666667	26.3382333333333	16.7047656666667	14.297849	17.5399046666667	15.4202866666667
8500	54.2270263861773	47.0897666666667	41.79052	20.83876	14.0956373333333	12.768856	15.5912493333333	16.116397
10000	43.9763075473874	46.92093	35.23116	18.6018566666667	15.5097503333333	10.7646846666667	14.686856	13.0168156666667
15000	34.3607492244407	34.57815	33.2458966666667	17.95059	9.407807	9.25962833333333	11.1767493333333	11.086259
20000	34.0482527469093	30.2530133333333	26.2200866666667	14.6393933333333	10.1084693333333	9.426852	11.9023083333333	10.806872
Drug1:	Loperamide							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	100.792476666667	102.622406666667	89.5891066666667	71.60096	70.19474	72.69321	67.74552
1000	93.1901026494779	98.71364	90.0615133333333	74.60025	61.11896	56.7045566666667	58.30677	61.6806766666667
3000	87.2029352076867	76.9519066666667	71.7166633333333	68.76857	51.9997566666667	51.3639933333333	53.3301466666667	57.9904333333333
4000	82.4720417457104	75.8963666666667	64.0997966666667	58.1992666666667	45.6688966666667	46.6891866666667	47.6728466666667	56.18352
5500	74.9301564845599	62.76386	44.5167433333333	46.8518966666667	36.5663966666667	35.8342833333333	43.0516266666667	44.01885
7000	65.3592258524499	45.98075	38.73901	42.79065	33.4560733333333	35.82832	38.1379	41.6078733333333
8500	57.6585688861707	41.7388166666667	34.3872066666667	38.38199	30.2956466666667	29.6423566666667	34.08156	35.3116566666667
10000	51.0911480600573	39.0218166666667	32.5040433333333	32.48911	28.9181066666667	29.1377366666667	31.91111	32.9989666666667
Drug1:	Thioridazine							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	103.079282666667	104.3909	92.32743	72.3672566666667	77.66378	60.0347333333333	59.3071966666667
100	89.4074423707211	87.9710953333333	93.6756466666667	76.7588733333333	65.1208733333333	57.4364533333333	52.5035633333333	52.38387
300	82.5276562659357	88.268043	87.1827666666667	75.37014	50.7345466666667	47.5741733333333	41.51016	49.1009066666667
1000	85.6705323085301	88.2520783333333	89.76975	71.9583	56.17273	51.89848	46.1359366666667	48.23084
3000	79.8850630641539	80.0543686666667	86.1650566666667	64.94449	49.5538566666667	49.0152766666667	37.2992166666667	44.7413566666667
5000	66.8713091578701	64.170691	68.1920233333333	60.5306666666667	41.0060466666667	41.26357	38.07554	40.59428
7500	56.4660802354128	45.865666	51.7582066666667	54.19601	36.1782266666667	35.9848666666667	31.46029	38.6713466666667
10000	43.9517589727454	18.6593336666667	26.7218733333333	34.7455633333333	26.71322	26.00664	17.47022	18.3247866666667
